index_content,word,nature,score,index_word
6,还,d,5星评论,41
6,久用,v,5星评论,42
6,新,a,5星评论,43
6,效果,n,5星评论,44
6,待机时间,n,5星评论,45
6,台,q,5星评论,46
6,待机,n,5星评论,47
6,效果,n,5星评论,48
6,比较,d,5星评论,49
6,不错,a,5星评论,50
6,加上,v,5星评论,51
6,搭载,v,5星评论,52
6,了快,v,5星评论,53
6,充,ad,5星评论,54
6,效果,n,5星评论,55
6,待机,n,5星评论,56
6,效果,n,5星评论,57
6,时间,n,5星评论,58
6,长,a,5星评论,59
6,充电,v,5星评论,60
6,速度,n,5星评论,61
6,快,a,5星评论,62
6,特色,n,5星评论,63
6,自营,vn,5星评论,64
6,商城,ns,5星评论,65
6,购买,v,5星评论,66
6,品质,n,5星评论,67
6,保证,v,5星评论,68
7,使用,v,5星评论,0
7,一段时间,l,5星评论,1
7,后来,t,5星评论,2
7,评价,n,5星评论,3
7,很快,d,5星评论,4
7,很,zg,5星评论,5
7,流畅,a,5星评论,6
7,性能,n,5星评论,7
7,很,d,5星评论,8
7,好,a,5星评论,9
7,拍照,v,5星评论,10
7,很,d,5星评论,11
7,好看,v,5星评论,12
7,实物,n,5星评论,13
7,真的,d,5星评论,14
7,超级,b,5星评论,15
7,好看,v,5星评论,16
7,很,zg,5星评论,17
7,高级,b,5星评论,18
7,完全,ad,5星评论,19
7,不会,v,5星评论,20
7,失望,v,5星评论,21
7,那种,r,5星评论,22
7,相机,d,5星评论,23
7,完全,ad,5星评论,24
7,拍,v,5星评论,25
7,不,d,5星评论,26
7,出来,v,5星评论,27
7,这种,r,5星评论,28
7,感觉,n,5星评论,29
8,已经,d,5星评论,0
8,收到,v,5星评论,1
8,使用,v,5星评论,2
8,一周,m,5星评论,3
8,总体,n,5星评论,4
8,感觉良好,l,5星评论,5
8,安卓,nr,5星评论,6
8,需要,v,5星评论,7
8,多多,m,5星评论,8
8,适应,v,5星评论,9
8,最大,a,5星评论,10
8,感慨,v,5星评论,11
8,电池,n,5星评论,12
8,真,d,5星评论,13
8,不够,v,5星评论,14
8,太,d,5星评论,15
8,难,a,5星评论,16
8,希望,v,5星评论,17
8,之后,f,5星评论,18
8,满足,v,5星评论,19
8,需求,v,5星评论,20
8,拍照,v,5星评论,21
8,效果,n,5星评论,22
8,很,zg,5星评论,23
8,好看,v,5星评论,24
8,真实,d,5星评论,25
8,抗打,nz,5星评论,26
8,画质,n,5星评论,27
8,好,a,5星评论,28
9,外形,n,5星评论,0
9,外观,n,5星评论,1
9,白色,n,5星评论,2
9,特别,d,5星评论,3
9,耐看,a,5星评论,4
9,前,f,5星评论,5
9,几天,m,5星评论,6
9,买,v,5星评论,7
9,感觉,n,5星评论,8
9,很棒,a,5星评论,9
9,家人,n,5星评论,10
9,买,v,5星评论,11
9,屏幕,n,5星评论,12
9,音效,n,5星评论,13
9,屏幕,n,5星评论,14
9,音效,n,5星评论,15
9,相当,d,5星评论,16
9,力,n,5星评论,17
9,拍照,v,5星评论,18
9,效果,n,5星评论,19
9,拍照,v,5星评论,20
9,特别,d,5星评论,21
9,好看,v,5星评论,22
9,运行,v,5星评论,23
9,速度,n,5星评论,24
9,运行,v,5星评论,25
9,速度,n,5星评论,26
9,特别,d,5星评论,27
9,快,a,5星评论,28
9,待机时间,n,5星评论,29
9,待机时间,n,5星评论,30
9,持久,a,5星评论,31
9,特色,n,5星评论,32
9,自营,vn,5星评论,33
9,买,v,5星评论,34
9,放心,v,5星评论,35
9,发货,n,5星评论,36
9,速度,n,5星评论,37
9,快,a,5星评论,38
10,外形,n,5星评论,0
10,外观,n,5星评论,1
10,个人,n,5星评论,2
10,觉得,v,5星评论,3
10,黑色,n,5星评论,4
10,最,d,5星评论,5
10,好看,v,5星评论,6
10,大小,b,5星评论,7
10,正合适,a,5星评论,8
10,单手,n,5星评论,9
10,使用,v,5星评论,10
10,不,d,5星评论,11
10,费劲,a,5星评论,12
10,屏幕,n,5星评论,13
10,音效,n,5星评论,14
10,屏幕,n,5星评论,15
10,反应,vn,5星评论,16
10,灵敏,nr,5星评论,17
10,玩游戏,n,5星评论,18
10,操作,v,5星评论,19
10,很,zg,5星评论,20
10,流畅,a,5星评论,21
10,运行,v,5星评论,22
10,速度,n,5星评论,23
10,软件,n,5星评论,24
10,运行,v,5星评论,25
10,快,a,5星评论,26
11,买,v,5星评论,0
11,电子产品,n,5星评论,1
11,谱,v,5星评论,2
11,三码,n,5星评论,3
11,一致,d,5星评论,4
11,东西,ns,5星评论,5
11,正品,n,5星评论,6
11,全新,d,5星评论,7
11,没有,v,5星评论,8
11,问题,n,5星评论,9
11,好几个,m,5星评论,10
11,平台,n,5星评论,11
11,都,d,5星评论,12
11,下单,n,5星评论,13
11,都,d,5星评论,14
11,不行,v,5星评论,15
11,说,v,5星评论,16
11,优惠,vn,5星评论,17
11,都,d,5星评论,18
11,骗人,n,5星评论,19
11,最后,f,5星评论,20
11,官方,n,5星评论,21
11,买,v,5星评论,22
11,很快,d,5星评论,23
11,收到,v,5星评论,24
11,百亿,m,5星评论,25
11,补贴,n,5星评论,26
11,平台,n,5星评论,27
11,都,d,5星评论,28
11,买不到,v,5星评论,29
11,还,d,5星评论,30
11,直接,ad,5星评论,31
11,官方,n,5星评论,32
11,买,v,5星评论,33
11,还,d,5星评论,34
11,保证,v,5星评论,35
11,未,d,5星评论,36
11,拆封,v,5星评论,37
11,比较,d,5星评论,38
11,保障,v,5星评论,39
11,运行,v,5星评论,40
11,非常,d,5星评论,41
11,顺畅,a,5星评论,42
11,没有,v,5星评论,43
11,看着,v,5星评论,44
11,没有,v,5星评论,45
11,问题,n,5星评论,46
11,三个,m,5星评论,47
11,码,v,5星评论,48
11,都,d,5星评论,49
11,全新,d,5星评论,50
11,机,n,5星评论,51
11,没有,v,5星评论,52
11,拆过,v,5星评论,53
11,封,q,5星评论,54
11,用到,v,5星评论,55
11,现在,t,5星评论,56
11,非常,d,5星评论,57
11,不错,a,5星评论,58
11,发货,n,5星评论,59
11,确实,ad,5星评论,60
11,很快,d,5星评论,61
11,平台,n,5星评论,62
11,都,d,5星评论,63
11,不靠,v,5星评论,64
11,谱,v,5星评论,65
11,很快,d,5星评论,66
11,收到,v,5星评论,67
11,非常,d,5星评论,68
11,拥挤,v,5星评论,69
11,马上,d,5星评论,70
11,用得上,l,5星评论,71
11,原来,d,5星评论,72
11,突然,ad,5星评论,73
11,坏,a,5星评论,74
11,急,v,5星评论,75
11,折腾,v,5星评论,76
11,好几个,m,5星评论,77
11,平台,n,5星评论,78
11,优惠,vn,5星评论,79
11,全都,n,5星评论,80
11,下,f,5星评论,81
11,不了,v,5星评论,82
11,单,n,5星评论,83
11,取消,v,5星评论,84
11,官方,n,5星评论,85
11,买,v,5星评论,86
11,东西,ns,5星评论,87
11,保证,v,5星评论,88
11,发货,n,5星评论,89
11,非常,d,5星评论,90
11,非常,d,5星评论,91
11,快,a,5星评论,92
11,第二天,m,5星评论,93
11,收到,v,5星评论,94
11,比较,d,5星评论,95
11,谱,v,5星评论,96
11,抽,v,5星评论,97
11,字,n,5星评论,98
11,实在,v,5星评论,99
11,太,d,5星评论,100
11,难,a,5星评论,101
11,绿色,n,5星评论,102
11,真的,d,5星评论,103
11,超级,b,5星评论,104
11,好看,v,5星评论,105
11,去,v,5星评论,106
11,平台,n,5星评论,107
11,看,v,5星评论,108
11,好多,m,5星评论,109
11,地方,n,5星评论,110
11,去,v,5星评论,111
11,比较,d,5星评论,112
11,绿色,n,5星评论,113
11,真的,d,5星评论,114
11,超,v,5星评论,115
11,喜欢,v,5星评论,116
11,很漂亮,n,5星评论,117
11,很,d,5星评论,118
11,质感,n,5星评论,119
11,最后,f,5星评论,120
11,官方,n,5星评论,121
11,平台,n,5星评论,122
11,买,v,5星评论,123
11,绿色,n,5星评论,124
11,价格,n,5星评论,125
11,比较,d,5星评论,126
11,合理,vn,5星评论,127
11,马上,d,5星评论,128
11,出新,v,5星评论,129
11,出,v,5星评论,130
11,买,v,5星评论,131
11,前面,f,5星评论,132
11,两袋,m,5星评论,133
11,运行,v,5星评论,134
11,保证价格,n,5星评论,135
11,便宜,a,5星评论,136
11,很,d,5星评论,137
11,合适,a,5星评论,138
11,以后,f,5星评论,139
11,买,v,5星评论,140
11,电子产品,n,5星评论,141
11,选择,v,5星评论,142
11,地方,n,5星评论,143
11,折腾,v,5星评论,144
11,半天,m,5星评论,145
11,买,v,5星评论,146
11,物流园,n,5星评论,147
11,没有,v,5星评论,148
11,保障,v,5星评论,149
11,没有,v,5星评论,150
11,报,n,5星评论,151
11,不能,v,5星评论,152
11,保障,v,5星评论,153
11,不能,v,5星评论,154
11,是不是,l,5星评论,155
11,拆封,v,5星评论,156
11,官方,n,5星评论,157
11,买,v,5星评论,158
11,全新,d,5星评论,159
11,正常,d,5星评论,160
11,渠道,n,5星评论,161
11,去,v,5星评论,162
11,买,v,5星评论,163
11,很久,m,5星评论,164
11,东西,ns,5星评论,165
11,就行了,l,5星评论,166
11,今晚,t,5星评论,167
11,东西,ns,5星评论,168
11,值得,v,5星评论,169
11,信赖,n,5星评论,170
11,非常,d,5星评论,171
12,物美价廉,l,5星评论,0
12,一家,m,5星评论,1
12,使用,v,5星评论,2
12,后,f,5星评论,3
12,评价,n,5星评论,4
12,师傅,nr,5星评论,5
12,安装,v,5星评论,6
12,好,a,5星评论,7
12,之后,f,5星评论,8
12,调试,vn,5星评论,9
12,一下,m,5星评论,10
12,无线,n,5星评论,11
12,充电,v,5星评论,12
12,方便,a,5星评论,13
12,省力,n,5星评论,14
12,质量,n,5星评论,15
12,以往,t,5星评论,16
12,都,d,5星评论,17
12,很棒,a,5星评论,18
12,质感,n,5星评论,19
12,特别,d,5星评论,20
12,喜欢,v,5星评论,21
12,非常,d,5星评论,22
12,实用,v,5星评论,23
12,经济,n,5星评论,24
12,实惠,vn,5星评论,25
12,售后,n,5星评论,26
12,放心,v,5星评论,27
12,功能强大,i,5星评论,28
12,值得,v,5星评论,29
12,信赖,n,5星评论,30
12,好,a,5星评论,31
12,家电,j,5星评论,32
12,应该,v,5星评论,33
12,早点,d,5星评论,34
12,遇到,v,5星评论,35
12,很,zg,5星评论,36
12,美,ns,5星评论,37
12,家人,n,5星评论,38
12,都,d,5星评论,39
12,说,v,5星评论,40
12,买,v,5星评论,41
12,好,a,5星评论,42
12,坚决,ad,5星评论,43
12,入,v,5星评论,44
12,手,n,5星评论,45
12,很,d,5星评论,46
12,好,a,5星评论,47
12,说明书,n,5星评论,48
12,很,d,5星评论,49
12,详细,ad,5星评论,50
12,一看,u,5星评论,51
12,懂,v,5星评论,52
12,服务,vn,5星评论,53
12,好,a,5星评论,54
12,商品,n,5星评论,55
12,外型,b,5星评论,56
12,美观大方,ns,5星评论,57
12,都,d,5星评论,58
12,在线,b,5星评论,59
12,上,f,5星评论,60
12,购物,n,5星评论,61
12,颜色,n,5星评论,62
12,很大,a,5星评论,63
12,气,n,5星评论,64
12,看起来,v,5星评论,65
12,很漂亮,n,5星评论,66
13,收到,v,5星评论,0
13,速度,n,5星评论,1
13,真快,d,5星评论,2
13,昨天,t,5星评论,3
13,下单,n,5星评论,4
13,今天,t,5星评论,5
13,早就,d,5星评论,6
13,到货,v,5星评论,7
13,外形尺寸,n,5星评论,8
13,都,d,5星评论,9
13,很,d,5星评论,10
13,上档次,b,5星评论,11
13,刚刚,d,5星评论,12
13,好,a,5星评论,13
13,屏幕,n,5星评论,14
13,分辨率,n,5星评论,15
13,很,d,5星评论,16
13,高清,nr,5星评论,17
13,拍照,v,5星评论,18
13,更是,d,5星评论,19
13,没得说,l,5星评论,20
13,运行,v,5星评论,21
13,速度,n,5星评论,22
13,扛,v,5星评论,23
13,扛,v,5星评论,24
13,颜色,n,5星评论,25
13,特别,d,5星评论,26
13,喜欢,v,5星评论,27
13,推荐,v,5星评论,28
14,包装,v,5星评论,0
14,精美,a,5星评论,1
14,做工,v,5星评论,2
14,精细,a,5星评论,3
14,大小,b,5星评论,4
14,适中,v,5星评论,5
14,重量,n,5星评论,6
14,小,a,5星评论,7
14,握持,v,5星评论,8
14,感,v,5星评论,9
14,舒适,a,5星评论,10
14,首次,m,5星评论,11
14,使用,v,5星评论,12
14,熟悉,v,5星评论,13
14,中,f,5星评论,14
14,物流,n,5星评论,15
14,太,d,5星评论,16
14,快,a,5星评论,17
14,当日,t,5星评论,18
14,下单,n,5星评论,19
14,次日,t,5星评论,20
14,收件,n,5星评论,21
14,很,zg,5星评论,22
14,满意,v,5星评论,23
15,星光,n,5星评论,0
15,色,ng,5星评论,1
15,安全,an,5星评论,2
15,下车,v,5星评论,3
15,全,a,5星评论,4
15,原装,n,5星评论,5
15,正品,n,5星评论,6
15,功能,n,5星评论,7
15,一切正常,i,5星评论,8
15,无,v,5星评论,9
15,拆修,v,5星评论,10
15,外观,n,5星评论,11
15,精致,a,5星评论,12
15,极具,n,5星评论,13
15,辨识,v,5星评论,14
15,度,zg,5星评论,15
15,流畅,a,5星评论,16
15,不,d,5星评论,17
15,卡顿,nrt,5星评论,18
15,少,a,5星评论,19
15,软件,n,5星评论,20
15,生态,n,5星评论,21
15,很,d,5星评论,22
15,好,a,5星评论,23
15,不会,v,5星评论,24
15,乱,d,5星评论,25
15,下,v,5星评论,26
15,垃圾,n,5星评论,27
15,软件,n,5星评论,28
15,续航,nr,5星评论,29
15,优秀,a,5星评论,30
15,电池,n,5星评论,31
15,不,d,5星评论,32
15,大,a,5星评论,33
15,功耗,n,5星评论,34
15,控制,v,5星评论,35
15,很,d,5星评论,36
15,好,a,5星评论,37
15,一天,m,5星评论,38
15,没,d,5星评论,39
15,问题,n,5星评论,40
15,重度,n,5星评论,41
15,使用,v,5星评论,42
15,玩游戏,n,5星评论,43
15,看,v,5星评论,44
15,视频,n,5星评论,45
15,拍照,v,5星评论,46
15,很,d,5星评论,47
15,好,a,5星评论,48
15,足以,v,5星评论,49
15,应付,vn,5星评论,50
15,绝大部分,m,5星评论,51
15,场景,n,5星评论,52
15,很,zg,5星评论,53
15,满意,v,5星评论,54
15,运行,v,5星评论,55
15,流畅,a,5星评论,56
15,值得,v,5星评论,57
15,购买,v,5星评论,58
16,外形,n,5星评论,0
16,外观,n,5星评论,1
16,漂亮,a,5星评论,2
16,颜值,n,5星评论,3
16,高,a,5星评论,4
16,屏幕,n,5星评论,5
16,音效,n,5星评论,6
16,屏幕显示,n,5星评论,7
16,清晰度,n,5星评论,8
16,高,a,5星评论,9
16,音效,n,5星评论,10
16,佳,a,5星评论,11
16,拍照,v,5星评论,12
16,效果,n,5星评论,13
16,拍照,v,5星评论,14
16,非常,d,5星评论,15
16,好,a,5星评论,16
16,运行,v,5星评论,17
16,速度,n,5星评论,18
16,快,a,5星评论,19
16,待机时间,n,5星评论,20
16,待机时间,n,5星评论,21
16,长,a,5星评论,22
16,特色,n,5星评论,23
16,非常,d,5星评论,24
16,好,a,5星评论,25
16,买来,v,5星评论,26
17,外形,n,5星评论,0
17,外观,n,5星评论,1
17,手感,n,5星评论,2
17,很,d,5星评论,3
17,好,a,5星评论,4
17,很,zg,5星评论,5
17,轻,a,5星评论,6
17,很,zg,5星评论,7
17,舒服,a,5星评论,8
17,屏幕,n,5星评论,9
17,音效,n,5星评论,10
17,没,v,5星评论,11
17,都,d,5星评论,12
17,最好,a,5星评论,13
17,拍照,v,5星评论,14
17,效果,n,5星评论,15
17,非常,d,5星评论,16
17,强大,a,5星评论,17
17,运行,v,5星评论,18
17,速,ng,5星评论,19
17,度,zg,5星评论,20
17,非常,d,5星评论,21
17,快速,d,5星评论,22
17,刚,d,5星评论,23
17,买,v,5星评论,24
17,待机时间,n,5星评论,25
17,感觉,n,5星评论,26
17,真的,d,5星评论,27
17,挺,d,5星评论,28
17,好,a,5星评论,29
17,特色,n,5星评论,30
17,很轻,d,5星评论,31
17,感觉,n,5星评论,32
17,好,a,5星评论,33
17,太,d,5星评论,34
19,外形,n,5星评论,0
19,外观,n,5星评论,1
19,颜色,n,5星评论,2
19,正,d,5星评论,3
19,传统,n,5星评论,4
19,外观,n,5星评论,5
19,没什么,l,5星评论,6
19,大,a,5星评论,7
19,突破,vn,5星评论,8
19,改动,vn,5星评论,9
19,说不出,v,5星评论,10
19,好,a,5星评论,11
19,看着,v,5星评论,12
19,很,zg,5星评论,13
19,舒服,a,5星评论,14
19,屏幕,n,5星评论,15
19,音效,n,5星评论,16
19,屏幕,n,5星评论,17
19,亮度,n,5星评论,18
19,适合,v,5星评论,19
19,不,d,5星评论,20
19,刺眼,v,5星评论,21
19,声音,n,5星评论,22
19,清晰,a,5星评论,23
19,无,v,5星评论,24
19,杂音,n,5星评论,25
19,拍照,v,5星评论,26
19,效果,n,5星评论,27
19,贵在,n,5星评论,28
19,真实,d,5星评论,29
19,想,v,5星评论,30
19,照骗,v,5星评论,31
19,下,f,5星评论,32
19,运行,v,5星评论,33
19,速度,n,5星评论,34
19,流畅,a,5星评论,35
19,非常,d,5星评论,36
19,流畅,a,5星评论,37
19,流畅,a,5星评论,38
19,必然,d,5星评论,39
19,待机时间,n,5星评论,40
19,正常,d,5星评论,41
19,情况,n,5星评论,42
19,下,f,5星评论,43
19,工作日,n,5星评论,44
19,正常,d,5星评论,45
19,用到,v,5星评论,46
19,睡,v,5星评论,47
19,前,f,5星评论,48
19,毫无,v,5星评论,49
19,压力,n,5星评论,50
19,休息天,t,5星评论,51
19,抱,v,5星评论,52
19,不,d,5星评论,53
19,放用,v,5星评论,54
19,不了,v,5星评论,55
19,一天,m,5星评论,56
19,特色,n,5星评论,57
19,不,d,5星评论,58
19,发热,v,5星评论,59
19,无,v,5星评论,60
19,卡顿,nrt,5星评论,61
19,没什么,l,5星评论,62
19,毛病,n,5星评论,63
20,屏幕,n,5星评论,0
20,方面,n,5星评论,1
20,采用,v,5星评论,2
20,.,m,5星评论,3
20,英寸,n,5星评论,4
20,刘海,nr,5星评论,5
20,全面,n,5星评论,6
20,屏,n,5星评论,7
20,设计,vn,5星评论,8
20,支持,v,5星评论,9
20,屏幕,n,5星评论,10
20,刷新率,n,5星评论,11
20,支持,v,5星评论,12
20,原彩,n,5星评论,13
20,显示,v,5星评论,14
20,色域,n,5星评论,15
20,屏幕,n,5星评论,16
20,像素,n,5星评论,17
20,密度,n,5星评论,18
20,屏幕,n,5星评论,19
20,刘海,nr,5星评论,20
20,屏,n,5星评论,21
20,设计,vn,5星评论,22
20,向来,v,5星评论,23
20,都,d,5星评论,24
20,存在,v,5星评论,25
20,争议,n,5星评论,26
20,同质化,n,5星评论,27
20,日益严重,i,5星评论,28
20,今天,t,5星评论,29
20,刘海,nr,5星评论,30
20,屏,n,5星评论,31
20,设计,vn,5星评论,32
20,辨识,v,5星评论,33
20,度,zg,5星评论,34
20,相当,d,5星评论,35
20,高,a,5星评论,36
20,屏幕,n,5星评论,37
20,刷新率,n,5星评论,38
20,该机,r,5星评论,39
20,屏幕,n,5星评论,40
20,通透性,n,5星评论,41
20,显示,v,5星评论,42
20,效果,n,5星评论,43
20,真的,d,5星评论,44
20,很,zg,5星评论,45
20,不错,a,5星评论,46
20,显示,v,5星评论,47
20,效果,n,5星评论,48
20,非常,d,5星评论,49
20,细腻,a,5星评论,50
21,值得,v,5星评论,0
21,信赖,n,5星评论,1
21,买,v,5星评论,2
21,电脑,n,5星评论,3
21,上,f,5星评论,4
21,买,v,5星评论,5
21,质量,n,5星评论,6
21,售后,n,5星评论,7
21,保障,v,5星评论,8
21,到手,d,5星评论,9
21,后,f,5星评论,10
21,没,v,5星评论,11
21,发现,v,5星评论,12
21,瑕疵,n,5星评论,13
21,使用,v,5星评论,14
21,几天,m,5星评论,15
21,感觉,n,5星评论,16
21,方面,n,5星评论,17
21,操作,v,5星评论,18
21,比较,d,5星评论,19
21,顺心如意,i,5星评论,20
21,都,d,5星评论,21
21,延后,nr,5星评论,22
21,一两年,m,5星评论,23
21,型号,n,5星评论,24
21,使用,v,5星评论,25
21,体验,n,5星评论,26
21,不错,a,5星评论,27
21,希望,v,5星评论,28
21,这部,r,5星评论,29
21,多用,b,5星评论,30
21,几年,m,5星评论,31
22,收到,v,5星评论,0
22,货,n,5星评论,1
22,很,d,5星评论,2
22,好,a,5星评论,3
22,感觉,n,5星评论,4
22,稍微,d,5星评论,5
22,小,a,5星评论,6
22,一点,m,5星评论,7
22,本能,n,5星评论,8
22,反应,vn,5星评论,9
22,应该,v,5星评论,10
22,用惯,n,5星评论,11
22,大,m,5星评论,12
22,突然,ad,5星评论,13
22,换,v,5星评论,14
22,小,a,5星评论,15
22,适应,v,5星评论,16
22,一段时间,l,5星评论,17
22,才,d,5星评论,18
22,总体,n,5星评论,19
22,来说,u,5星评论,20
22,很,d,5星评论,21
22,好,a,5星评论,22
23,打开,v,5星评论,0
23,看到,v,5星评论,1
23,包装,v,5星评论,2
23,太,d,5星评论,3
23,可爱,v,5星评论,4
23,超级,b,5星评论,5
23,喜欢,v,5星评论,6
23,东西,ns,5星评论,7
23,喜欢,v,5星评论,8
23,物美价廉,l,5星评论,9
23,很,zg,5星评论,10
23,实体店,n,5星评论,11
23,优惠,vn,5星评论,12
