content,creationTime,score,productSize,location
外形外观：素皮颜色很喜欢，手感不错 屏幕音效：音效比我现在用的10u好像弱一些 拍照效果：长焦最多10倍，还没怎么使用 运行速度：速度没问题，平时不玩游戏 待机时间：待机时间比我用的10u强 其他特色：尺寸小一圈，轻了很多。腱鞘炎用重手机受不了了,2023-02-25 13:34:58,5星评论,全网通5G【晒单返30】,Not Found ip
外形外观：外形尺寸很好，单手操作刚好 屏幕音效：色彩高清，听音乐音效震撼 拍照效果：清晰不差单反 运行速度：很流畅很快,2023-03-12 01:19:59,5星评论,全网通5G,Not Found ip
手机已经收到，用京东快递还是很快的，手机上手体验还是很流程的， 运行速度：很流畅 外形外观：曲面屏首次用，感觉不错 拍照效果：比现用手机强多了，赞,2023-03-07 09:51:49,5星评论,全网通5G【晒单返30】,Not Found ip
外形外观：很好看手机 屏幕音效：都很棒 拍照效果：很好看 运行速度：很顺畅 待机时间：待机可以 其他特色：很好v很喜欢,2023-03-15 20:37:51,5星评论,全网通5G,Not Found ip
外形外观：美 屏幕音效：酷 拍照效果：清晰 运行速度：快 待机时间：长 其他特色：我觉得蛮好的，游戏也可以带起来。拍照也特别清晰。,2023-03-17 21:37:30,5星评论,全网通5G,河北
期待了一天的手机终于到啦，速度还是很快的， 真的很好看，小巧，我一只手也可以握住，手感超级好，它配有一个透明手机壳，但是我自己买了别的嘻嘻，查了一下是正品，客服也很有耐心，目前使用还可以，它自带很多第三方软件,2023-02-24 14:39:46,5星评论,全网通5G【晒单返30】,Not Found ip
百亿补贴完全儿戏，两天就降价,2023-04-11 15:18:26,1星评论,全网通5G,山东
外形外观：机器小巧，单手操作，手感无敌。 屏幕音效：屏幕清晰，有哈曼卡顿，音效棒棒的。 拍照效果：莱卡加持，拍照效果很好。 运行速度：运行速度：本人非重度使用者，8g的内存足够用。,2023-02-13 16:47:47,5星评论,全网通5G【晒单返30】,Not Found ip
?发货很快，两三天就到了，这个颜色我很喜欢，性价比很高，非常nice！！！很喜欢小米的牌子，除了打游戏很烫，但是这个我下载了很多游戏，并没有这么烫，很爱同事看到都打算安排一个，而且相比来说比其他家便宜很多。爱了爱了,2023-03-16 18:25:58,5星评论,全网通5G,Not Found ip
我用我的小米6拍12s，相比我的神机还是落舞了。手机很好，是我想要的那种小屏机，很喜欢。用一段时间看，再来追评。,2023-02-11 20:57:34,5星评论,全网通5G【晒单返30】,Not Found ip
京东物流很快，快递员服务态度很专业。做工精细，手感很不错，运行速度快而且很流畅，小尺寸握手里很舒服，老婆很喜欢。其他的等试用后再追加。,2023-02-13 22:03:22,5星评论,全网通5G【晒单返30】,Not Found ip
外形外观：非常好看 屏幕音效：也是非常赞，没有任何问题 拍照效果：非常完美 运行速度：一定也不会卡，运行流程,2023-03-16 20:11:35,5星评论,全网通5G,Not Found ip
大屏手机堆里面的清流，很难得找到合适的小屏手机。颜值杠杠滴，握在手里特别舒服。手机微曲屏设计，手感超级好，轻巧易上手；手机拍照像素很高，清晰；系统运行流畅，不发热，续航能力也不错，赠送的礼品比较多。很满意的一次购物。,2023-02-08 19:43:49,5星评论,全网通5G【晒单返30】,Not Found ip
快递迅速，包装很好。从三星S10换到小米12S，就是喜欢小屏手机的手感。性能很好，就比骁龙8二代差点，但也够用了，国产屏和三星屏差别很小，屏幕和小米13比就差个120Hz和防闪烁模式不能同时开启。,2023-03-21 09:48:24,5星评论,全网通5G,江苏
外形外观：很舒适的小屏手机，握持感很好屏幕 音效：立体的感觉，很舒服 拍照效果：徕卡的 运行速度：120hz的刷新频率，很流畅,2023-03-17 16:28:17,5星评论,全网通5G,河南
手机很不错的，非常新颖独特的设计摄像头是徕卡的，像素很清晰明了，屏幕色彩很好分辨率也很好比较细腻丰富，触屏顺滑的 大电池长续航，外形外观轻薄又好看，音效声音够大，喜欢！拍照效果非常好，高端大气上档次，物流很快就送到了。,2023-03-12 13:18:55,5星评论,全网通5G,Not Found ip
收到货后第一时间充电，更新系统，握感很不错，另外紫色的后壳很漂亮。更新到最近MIUI14，系统使用流畅，高通芯片很给力，手机功能全面，性价比超高,2023-03-12 13:48:02,5星评论,全网通5G,Not Found ip
原装正品.无拆封.无激活.做工质量好.单手操作.无卡顿.很流畅. 外形外观：? 拍照效果：? 运行速度：? 屏幕音效：?,2023-03-13 17:17:33,5星评论,全网通5G,Not Found ip
手机很不错的，像素很清晰明了，屏幕色彩很好分辨率也很好比较细腻丰富，触屏顺滑的 大电池长续航，外形外观轻薄又好看，音效声音够大，喜欢！拍照效果非常好，高端大气上档次，物流很快就送到了。,2023-03-17 16:56:23,5星评论,全网通5G,河南
外形外观：非常好看 屏幕音效：看着很舒服 拍照效果：拍照杠杠滴 运行速度：特别的丝滑流畅 待机时间：超级长续航,2023-03-13 18:07:56,5星评论,全网通5G,Not Found ip
物流很快，手机很不错，非常独特的设计摄像头，像素很清晰，屏幕色彩分辨率高，大电池大续航，外形外观很好看，挺实用。,2023-03-14 13:58:00,5星评论,全网通5G,Not Found ip
关注这款手机很久了，商家价格挺给力的，就下单了，物流也是京东快递，收到后迫不及待用起来了，就是我要找的小屏手机，手感超好，精致小巧，拍照也很出色，非常值得购买的小米12s,2023-03-11 19:18:06,5星评论,全网通5G,Not Found ip
外形外观：外观很好看，手感很顺滑，摸起来很有质感，颜色也是我喜欢的 拍照效果：拍照很清晰，像素不错，尤其是视频像素很高很流畅，画面不卡，朋友都说以为是用相机拍出来的,2023-03-17 17:37:07,5星评论,全网通5G,河南
外形外观：玻璃后盖手感非常好 屏幕音效：屏幕也不错 拍照效果：莱卡联名的摄像头 运行速度：没有打游戏，平时用8g足够,2023-02-05 14:24:18,5星评论,全网通5G【晒单返30】,Not Found ip
小米手机用起来不错，做工也很好，屏幕很清晰，拍照很给力，体验效果棒棒的，下次还会选择小米！???,2023-03-13 17:09:38,5星评论,全网通5G,Not Found ip
非常不错，安全下车，仔细检查较多细节，确定是原封机，不是后封机，激活时间跟保修时间对的上，包装完美无瑕疵，机身完好无损无瑕疵，出厂自带的快撕贴完好无损，朋友们放心买就完了，,2023-04-01 15:10:14,5星评论,全网通5G,山东
手机的包装配置很人性化，买了手机，贴膜，手机壳，充电线都有了，拿到就直接可以用了。手机比想象中小，本人的手掌也不很大，拿在手上的舒适度很好，操作更方便。电量一天一充就够用了，送的65瓦充电器也非常给力。已经下载了很多APP，同时打开好几个也是非常流畅，拍照效果一般，物流很差，服务还行，总的来说还是一部很棒的手机！,2023-02-08 19:30:48,5星评论,全网通5G【晒单返30】,Not Found ip
特别特别满意，超级好看，客服很有礼貌，很客气，良心商家，支持！高颜值，高品质，非常好，一分钱一分货，材质外观和质量一看就很上档次，非常喜欢,2023-03-10 18:44:53,5星评论,全网通5G【晒单返30】,Not Found ip
很流畅的小屏旗舰机，适合女生，适合小手手。有NFC功能，红外功能，双扬声器，硬件性能也很强大。颜值也很不错,2023-02-07 21:39:16,5星评论,全网通5G【晒单返30】,Not Found ip
手机外观有瑕疵，品控不行,2022-12-11 09:43:58,3星评论,全网通5G,Not Found ip
到货包装完美，有原装透明皮套和67W大功率充电器，大小刚好，喜欢。操作激活，换机转移信息照片应用等，非常流畅！,2023-03-12 09:12:56,5星评论,全网通5G,Not Found ip
外形外观：很美观，一直很喜欢小米的手机 屏幕音效：屏幕清晰度特别好，音效不错 拍照效果：高清拍照 运行速度：不卡顿,2023-03-16 08:12:14,5星评论,全网通5G,Not Found ip
三八妇女节到了，一直送老婆一份礼物，正好手机，不论从尺寸，还是外观，大小合适，科技感十足。同时赶上搞活动，到手很优惠，性价比非常高。,2023-03-09 20:24:25,5星评论,全网通5G【晒单返30】,Not Found ip
外形外观：非常好看 拍照效果：像素很高，拍照清晰 运行速度：小米的体验感挑不出任何毛病，一直用的是小米手机 待机时间：充满电用一天无压力,2023-03-17 20:03:51,5星评论,全网通5G,新疆
外形外观：挺好的 屏幕音效：一直用的是小米这个牌子，之前手机坏了，就又买了一个，用的顺手也习惯了。很喜欢！,2023-03-13 09:25:24,5星评论,全网通5G,Not Found ip
这价格真的划算啦！ 拍照效果：真的不错第一次冲小米的手机 运行速度：嘎嘎快 屏幕音效：真的震撼到我了 外形外观：紫色真的很漂亮喜欢死了这颜色太太太好看了！,2023-03-14 15:50:34,5星评论,全网通5G,Not Found ip
期待的手机终于到了，是我喜欢的白色，质感摸起来很好，这个电也管的蛮久，性价比高，质量很好，我很喜欢，值得购买哦！,2023-03-13 21:07:55,5星评论,全网通5G,Not Found ip
手机很好。心仪已久，果断下手，用过之后感觉很不错，是正品，快递也很给力，果然名副其实。宝贝收到了，很惊喜，质量非常好，很满意的一次购物。我会继续回购的，店家值得信赖,2023-03-14 17:23:59,5星评论,全网通5G,Not Found ip
外形外观:机器小巧，单手操作，手感无敌。屏幕音效:屏幕清晰，有哈曼卡顿，音效棒棒的。 拍照效果:莱卡加持，拍照效果很好。 运行速度:运行速度:本人非重度使用者，8g的内存足够用。,2023-03-15 08:47:14,5星评论,全网通5G,Not Found ip
宝贝已收到，试了一下，手机运行速度很流畅，微曲面的屏拿着很舒服，照相也是杆杠的，自带的膜也不错。物流也很给力，是一次值得入手的购物体验。,2023-02-26 17:45:55,5星评论,全网通5G【晒单返30】,Not Found ip
发货速度很快，东西包装的很好，价格优惠，我很满意?，还会回购产品真的超级棒，下次还会买的，愿越做越好，非常好的购物体验收到啦，很不错，非常喜欢，值得购买，(*^__^*) 嘻嘻&hellip;&hellip;性价比很高，很实惠，使用起来感觉很好，非常完美.^?^.,2023-03-17 16:59:23,5星评论,全网通5G,河南
帮家人买的手机收到了，是全新的哦，体验了一下很不错的，升级了最新系统用心很流畅，快照也很清晰，好评哦,2023-02-09 19:24:49,5星评论,全网通5G【晒单返30】,Not Found ip
在12s和13之间犹豫了很久，最终还是决定买12s。主要是外观设计确实不错。gen+感觉够用。趁活动补贴价格也很给力。相信京东的品质和服务！,2023-03-11 09:48:32,5星评论,全网通5G,Not Found ip
手机还是好看好多，一直只在国产里面选个人喜好，实体店也逛了，最终选择了小米12s被外观吸引，配置也是杠杠的，都是我想要的,2023-03-12 12:25:44,5星评论,全网通5G,Not Found ip
收到货了，物流也很快，价格也超级划算。推荐这家店，给五星好评。手机是全新，拆机很顺利，很好。骁龙8+的处理器超快，有机会还来这家店！,2023-03-17 16:36:08,5星评论,全网通5G,河南
发货速度非常快，两天就到了，第一时间打开验机，刷新率可以达到120赫兹，很哇塞，屏幕灵敏度非常高，媳妇很满意，多次来这个店购买了，每次都没让我失望，好评了，还会再来消费，好评,2023-02-06 19:01:31,5星评论,全网通5G【晒单返30】,Not Found ip
本人米粉，用过小米10，11，k40，k50，然后最近想换一个12s，单从手感来说，12s不仅小巧，而且CPU也很不错。今天拿到手觉得值得！,2023-03-10 22:21:00,5星评论,全网通5G,Not Found ip
小米12s芯片骁龙8+性能很强，拍照又有徕卡加持，黄金手感非常棒，用起来很舒服，价格也很合适，不错！,2023-03-10 20:51:30,5星评论,全网通5G,Not Found ip
我花一百块买的MP3音质都没那么差,2023-04-23 15:55:40,1星评论,全网通5G,广西
物流很快，物品完好无损，用起来很舒服，喜欢?，刚好做活动，价格便宜了很多，性价比超高，真的特别划算,2023-03-20 10:40:20,5星评论,全网通5G,河南
精挑细选很久?，最后决定买这一款?，到货后果然没有让我失望，实物很漂亮?，做工很精细?，特别满意??宝贝质量很好，收到货第一时间打开看了，很不错?，很满意?，客服也有问必答，感谢?,2023-02-17 13:16:32,5星评论,全网通5G【晒单返30】,Not Found ip
小米12S的曲面屏我觉得还是蛮喜欢的，而且整体的流畅度个内存完全够用，使用起来非常舒服，快递也给力，特别快,2023-03-12 12:02:30,5星评论,全网通5G,Not Found ip
发货速度特别快 两天就到了第一时间打开验机 刷新率可以达到120赫兹 很哇塞 屏幕灵敏度很高 家人很满意 多次来这个店铺购买了每次都不会让我失望 好评了 还会再来消费 好评！！,2023-03-14 17:41:58,5星评论,全网通5G,Not Found ip
我给一个大大的赞，快递员送货服 务好，在线客服，回复及时，售后 服务更是超赞，在这里选购安全方 便快捷，宝贝设计非常棒。客服细 心回答问题，值送货快 服务好， 售后不错，值得购买，非常满意的 一次购物，希望卖家生意越来越兴 隆。,2023-03-17 16:57:44,5星评论,全网通5G,河南
手机收到了，手机流畅，白色也很好看，小巧轻便，很满意，物流速度快，服务态度好，一次很满意的购物体验。,2023-03-07 17:55:19,5星评论,全网通5G【晒单返30】,Not Found ip
手机到货了迫不及待的打开  运行非常流畅  这款手机现在很畅销  性价比很高  老板服务非常好   加油,2023-03-13 14:32:57,5星评论,全网通5G,Not Found ip
好几部手机都是用的小米的  非常支持小米  手机非常的流畅  还称时间   拍照很清晰性价比很高，非常的支持,2023-03-14 12:14:24,5星评论,全网通5G,Not Found ip
手机收到啦，非常喜欢，摸起来很有质感，质量不错 外形外观：十分简约大气 屏幕音效：效果很好 拍照效果：非常满意,2023-03-13 18:15:16,5星评论,全网通5G,Not Found ip
挺好的，宝贝已经收到！我迫不及待的打开装卡，我一直深爱小米！真的不错，爽歪了！外观棒极了，用起来特别爽！内存够大！操作时如行云流水！,2023-03-05 18:28:05,5星评论,全网通5G【晒单返30】,Not Found ip
京东配送的，很快，当着快递员打开验货，包装完好没拆机，使用了两天天，触屏顺畅，玩游戏辨识度清晰没有卡顿，完美,2023-03-11 09:55:55,5星评论,全网通5G,Not Found ip
手机颜值好好看，拿起来很轻，手感很好，很适合 女孩子使用。第一次用小米，也是第一次买曲屏 的手机，评价是性能好，我挺满意的！,2023-03-14 10:31:00,5星评论,全网通5G,Not Found ip
"新买的手机小米12s,第一感觉很喜欢，购买时客服服务态度非常热情，发货很及时，手机质量有保证?新功能很多！",2023-03-14 17:34:05,5星评论,全网通5G,Not Found ip
很好的一款手机，手握持刚刚好，喜欢小屏幕的那种感觉，拍照能力也是杠杠的，配置方面也是主流的配置，这个就没有过多担心，小米的忠实粉丝，一直相信小米的品质！,2023-03-17 16:36:36,5星评论,全网通5G,河南
首先发货很快，包装很好，手机是全新未拆封的。联系了小米客服，正品有保障，这家店还是非常不错的，需要购买的可以放心下单。,2023-02-12 22:03:32,5星评论,全网通5G【晒单返30】,Not Found ip
这么多年，一直用两台手机，一台苹果，一台华为，这次 华为手机坏了，想继续换一台华为，可惜没有5G，然后 就转向其他品牌，选了很久，看过很多手机，最后选择 了小米，第一次用小米，手机在路上的时候，一直在想 不知道选择是否正确，今天手机到了，拆开包装，第一 眼看到手机，真的太漂亮了，手感也很好，我太喜欢了， 然后开机，感受了一下系统很流畅，屏幕效果也很好， 真的是超出了我的预期，第一次小米，没想到感受这么 好，今天第一天开始用，等用几天再来分享使用情况。,2023-03-14 21:43:39,5星评论,全网通5G,Not Found ip
外形外观：小巧精致，小屏用起来太舒服了 屏幕音效：细节上很可以 拍照效果：徕卡相机没得说，就是强 运行速度：嘎嘎快,2023-03-15 22:23:22,5星评论,全网通5G,Not Found ip
关注很久终于价格达到我满意的，此款通过多方面比较，外观，内存，速度都是喜欢的，小米是不会让我失望的。,2023-02-13 10:27:03,5星评论,全网通5G【晒单返30】,Not Found ip
外形外观：漂亮 屏幕音效：好 拍照效果：漂亮 运行速度：快 待机时间：还没测 其他特色：全新未拆封，未激活。今天收到，换机据说要三个半小时。晚上再换。使用一段再评论。,2023-03-19 22:05:35,5星评论,全网通5G,江苏
小米小屏旗舰，手感好，随时携带和单身操作方便。外观小巧精致，手机性能好，充电快。卖家货源正规，原厂全新。,2023-02-25 14:03:47,5星评论,全网通5G【晒单返30】,Not Found ip
到货速度快价格优惠，收到外观还是比较满意的，满意的一次购物，京东质量有保障，还送了一个季度的碎屏险，满意，下次买手机还来京东,2023-03-11 19:24:10,5星评论,全网通5G,Not Found ip
手机很好，性能强劲，外观也可以唯一的缺点 商家应该更细心一下注意一下运输安全，自由一层防护，壳子都撞坏了,2023-03-21 16:01:18,5星评论,全网通5G,江苏
手机正品 信号强度挺好没问题 充电正常 拍照清晰度可以 音质不错 操作流畅性也很好 性价比高 客服态度不错,2023-03-15 15:11:49,5星评论,全网通5G,Not Found ip
外形外观：小小的也很可爱 屏幕音效：屏幕音效：音质挺好， 屏幕还可以能看得下去 拍照效果：正常水平，长焦不行 运行速度：傻快傻快的 待机时间：一天可以,2023-03-29 07:49:42,5星评论,全网通5G,安徽
外形外观：我喜欢的颜色 拍照效果：非常的好，效果非常好，明天准备去踏青，刚好可以用上，把自己拍的美美的,2023-03-13 20:54:44,5星评论,全网通5G,Not Found ip
挺小巧的，就是奔着这个大小才买的，拿着刚刚好不大不小，续航还行，到手时八一的电一直玩几个游戏三个多小时还剩三十多,2023-03-15 22:40:24,5星评论,全网通5G,Not Found ip
外形外观：喜欢这个外观。 屏幕音效：刚刚好，恰到好处。 拍照效果：非常清晰，高清图片。 运行速度：快准狠，非一般的感觉。 待机时间：快充就是高速。 其他特色：完美。,2023-01-16 09:55:56,5星评论,全网通5G【晒单返30】,Not Found ip
发票也到了，虽然还没有来得及试机，但这个店铺的价格的确给力，不像**的店铺都是假装赠券忽悠客户，赞一个,2022-12-26 13:09:16,5星评论,全网通5G,Not Found ip
"之前买了小米k50觉得不错,又给家里人买了12s,就是快,小屏手机,握到手里很舒服,京东快递很给力,预测啥时候到,就真的啥时候到,赞一个",2023-01-18 14:19:14,5星评论,全网通5G【晒单返30】,Not Found ip
速度很快，手机微曲面滑动很舒服，手机自带贴膜的质量还不错，miui13 相比之前进步很大，手机质感总体比前一代强很多，值得入手,2023-01-30 15:25:03,5星评论,全网通5G【晒单返30】,Not Found ip
宝贝已收到，是我想要的，手感很好，质量也挺好，有问题客服也很快就解决了，态度非常好，一定好评！跟我在实体店买的一模一样！还是一样的好用，开心,2023-01-06 18:07:13,5星评论,全网通5G,Not Found ip
第一次用小米，真的太惊艳到我了。嘎嘎香，嘎嘎好，只有适合自己的才是最好的，外观小但不乏有强大的性能支持！,2022-12-15 21:58:15,5星评论,全网通5G,Not Found ip
外形外观：小巧，单手操作方便。 屏幕音效：双扬声器，声音立体，体验效果不错。 拍照效果：徕卡相机，拍照真实,2023-01-21 12:27:24,5星评论,全网通5G【晒单返30】,Not Found ip
手机收到了，发货和送货都挺快的。过年京东快递都能快速送达，值得表扬。这个手机像素挺高的，使用起来跟顺滑，莱卡相机，小米的第一次跟莱卡合作，用用看吧。希望电池能够耐用！,2023-01-28 13:05:38,5星评论,全网通5G【晒单返30】,Not Found ip
正品原装，手机盒拿到手里满满的新鲜的味道！ 开箱之后手机手感特别好，轻薄，极具设计感，打开之后手机没有被动过的痕迹，是全新的手机。 屏幕音效：无敌了！音效超级好！立体声给别人听，别人很震撼！ 拍照效果：莱卡无敌！ 外形外观：没有设计就是最好的设计！,2023-02-03 20:02:19,5星评论,全网通5G【晒单返30】,Not Found ip
手机很不错，尤其看视频，效果非常好，可以升级14，这个价位非常值得购买，手机外观也很好看，很喜欢，手感也很好，而且可以单手操作。,2023-01-19 14:14:33,5星评论,全网通5G【晒单返30】,Not Found ip
这么多年，一直用两台手机，一台苹果，一台华为，这次华为手机坏了，想继续换一台华为，可惜没有5G，然后就转向其他品牌，选了很久，看过很多手机，最后选择了小米，第一次用小米，手机在路上的时候，一直在想不知道选择是否正确，今天手机到了，拆开包装，第一眼看到手机，真的太漂亮了，手感也很好，我太喜欢了，然后开机，感受了一下系统很流畅，屏幕效果也很好，真的是超出了我的预期，第一次小米，没想到感受这么好，今天第一天开始用，等用几天再来分享使用情况。,2022-11-26 00:12:48,5星评论,全网通5G,Not Found ip
"手机颜值好好看,拿起来很轻,手感很好，很适合女孩子使用。第一次用小米，也是第一次买曲屏的手机，评价是性能好，我挺满意的！",2023-02-05 15:23:43,5星评论,全网通5G【晒单返30】,Not Found ip
外形外观：很漂亮 屏幕音效：细节没问题 拍照效果：拍照很莱卡 运行速度：没得说，嘎嘎香,2023-03-09 12:55:09,5星评论,全网通5G【晒单返30】,Not Found ip
收到货了，超级期待，物流也很快。刚好遇到过年，超级划算。推荐这家店，给五星好评。手机全新，拆机很顺利，很好。android机体验感觉非常好，骁龙8+超快，一级棒！,2023-01-13 22:34:08,5星评论,全网通5G【晒单返30】,Not Found ip
很漂亮 手机操作反应很快 ，很流畅，摄影清晰  单手容易操作,2023-03-09 16:10:54,5星评论,全网通5G【晒单返30】,Not Found ip
外形外观：挺薄，手感好 屏幕音效：可以 运行速度：也算不错 拍照效果：无功无过 物流很快，提前了两天送达，挺ok的，这价格还要什么自行车呢,2023-03-07 11:55:15,5星评论,全网通5G【晒单返30】,Not Found ip
京东物流非常快，卖家发货，及时外观手感非常好系统开机后也运行的比较流畅，给五星好评晒单,2023-01-15 10:47:46,5星评论,全网通5G【晒单返30】,Not Found ip
外形外观：一手可握对手短人很友好 拍照效果：有徕卡加持的确不错 运行速度：比我之前的手机流畅多了,2023-03-10 11:13:43,5星评论,全网通5G【晒单返30】,Not Found ip
小米手机就是性价高，12s小巧玲珑，适逢情人节送老婆，非常合适。67w快充，不怕游戏追剧没电了！,2023-02-15 14:02:20,5星评论,全网通5G【晒单返30】,Not Found ip
给儿子的装备，挺好的，单手可握，速度超快，一直用小米，儿子很喜欢,2023-01-20 08:30:40,5星评论,全网通5G【晒单返30】,Not Found ip
挺好的，和想象中一样，随意搭都很好看，满意！小屏幕手机不好找了，找个趁手的不容易。喜欢?,2023-03-15 22:09:51,5星评论,全网通5G,Not Found ip
很好的一款手机，手握持刚刚好，喜欢小屏幕的那种感觉，拍照能力也是杠杠的，配置方面也是主流的配置，这个就没有过多担心，小米的忠实粉丝，一直相信小米的品质！,2023-02-08 19:29:56,5星评论,全网通5G【晒单返30】,Not Found ip
手机非常好非常棒，用起来比苹果很舒服。充电快屏幕好也很好用，小手机yyds,2023-03-14 10:27:22,5星评论,全网通5G,Not Found ip
外形外观：很喜欢 很符合我的审美 屏幕音效：效果很好 拍照效果：效果一绝,2023-03-11 20:41:04,5星评论,全网通5G,Not Found ip
手机颜值很好看，拿起来很轻，手感很好，第一次用小米，也是第一次用曲面屏手机，性能好，也很棒,2023-03-10 13:37:48,5星评论,全网通5G【晒单返30】,Not Found ip
手机特别好看，手感不错，一点也不卡，拍照效果也很棒，用一天都没问题，很喜欢小米，推荐购买！！！,2023-03-15 13:33:59,5星评论,全网通5G,Not Found ip
很好用，性能强大，手感舒适，主要就看中了他的小巧，单手也可以操作。,2023-03-08 10:11:23,5星评论,全网通5G【晒单返30】,Not Found ip
这个配色好喜欢，手机颜值很好看，手感很好，很适合我们女孩子。手机也是全新未拆封，国行正品。真不错。,2023-03-12 14:33:14,5星评论,全网通5G,Not Found ip
手机给老爹买的，用了一段时间过来评价，手机运行流畅不卡，老爹很满意，非常好，赠品也很好。,2023-03-20 12:47:33,5星评论,全网通5G,山东
手机播放音乐，音质非常好。其次就是颜色也很漂亮，上网速度很快，大小合适，手感也很棒，家人很喜欢的。,2023-02-14 22:08:53,5星评论,全网通5G【晒单返30】,Not Found ip
非常好的手机充电快屏幕好音响也非常棒啊。后悔买晚了。比苹果好多了,2023-03-14 22:07:24,5星评论,全网通5G,Not Found ip
手机刷新率很高，也很好用 外形外观：外形很流畅 屏幕音效：音效很棒 拍照效果：拍照特别清晰,2023-03-14 19:15:05,5星评论,全网通5G,Not Found ip
外观:很好看，性能:很不错 快递速度也很快，总体都挺不错的,2023-01-27 14:09:56,5星评论,全网通5G【晒单返30】,Not Found ip
卖家发货速度很快，手机使用很流畅，拍照像素清晰好用。,2023-02-06 09:49:39,5星评论,全网通5G【晒单返30】,Not Found ip
高颜值，高品质，非常好，一分钱一分货，材质外观和质量一看就很上档次，非常喜欢 拍照效果：非常清晰,2023-03-12 23:20:29,5星评论,全网通5G,Not Found ip
外形外观：手感和外观都很好 运行速度：流畅 屏幕音效：显示效果好,2023-03-12 17:45:30,5星评论,全网通5G,Not Found ip
手感非常好，拿着很舒服，外观也很好看，照相技术一流，物流也很快，非常满意！！！,2023-02-04 16:33:20,5星评论,全网通5G【晒单返30】,Not Found ip
收到了，颜色太爱了。包装也很好，性价比之王。超实惠！手机非常流畅，用着很舒服！,2023-03-15 12:41:37,5星评论,全网通5G,Not Found ip
